id,num_sold
230130,171.32647629969674
230131,958.1522214099622
230132,770.0502402222186
230133,410.71297402175645
230134,516.2982517941966
230135,315.2133663887643
230136,1951.9747975949615
230137,1541.3883464266228
230138,806.9035133635196
230139,1077.7283921326975
230140,364.4685181908677
230141,2276.4084831852715
230142,1774.905023511088
230143,973.4153780103052
230144,1262.228220379386
230145,159.2379651342089
230146,948.5854384654338
230147,762.9749323699225
230148,401.9688947787997
230149,511.5900648799827
230150,301.72260715707904
230151,1943.7454650144225
230152,1531.7943062794538
230153,803.7371342636536
230154,1077.6379714254967
230155,352.08871595143324
230156,2269.199704937418
230157,1768.5484995907757
230158,972.8360670505818
230159,1265.6761550276688
230160,122.78873719797943
230161,693.3597446531825
230162,550.2351516452914
230163,292.26149534048363
230164,370.5659467467132
230165,234.85880275639636
230166,1437.997211670806
230167,1093.5878893591994
230168,607.3976637708588
230169,750.3802121896432
230170,273.79450345011304
230171,1643.5004093433088
230172,1267.7283268600656
230173,730.2937636037557
230174,928.389701484651
230175,23.724970134128096
230176,38.89851131217869
230177,25.41749068235556
230178,26.73778291573024
230179,22.355403468234776
230180,35.73310133762739
230181,72.71160050024021
230182,47.90830585206174
230183,42.49657622705995
230184,40.47236082013672
230185,42.56672044882265
230186,90.5322492596797
230187,75.17386717859891
230188,59.569853268745064
230189,59.91507778937212
230190,308.1639922504979
230191,1750.4616056119025
230192,1452.5112882526973
230193,773.7159244012896
230194,1034.795800884847
230195,575.92207304775
230196,3711.542240324317
230197,2805.3504804461595
230198,1519.7835895371988
230199,1962.5507613974976
230200,680.504499558462
230201,4348.203461735611
230202,3350.0821081162558
230203,1708.31774044454
230204,2250.3847805675555
230205,166.01349048530085
230206,1035.0624121728745
230207,849.212309074463
230208,450.26565384364926
230209,575.5469367875146
230210,324.6967903374913
230211,2116.749200443909
230212,1728.8619965534253
230213,916.2489780155089
230214,1209.5206784806892
230215,386.50915824849704
230216,2457.420271873219
230217,2010.1482021528232
230218,1089.9854045336224
230219,1396.6716612020903
230220,130.42304546593923
230221,768.6535772022048
230222,607.0296587058344
230223,317.3355106733151
230224,415.4867301770437
230225,245.94172550070041
230226,1580.411096885501
230227,1261.25350021198
230228,661.7812178750836
230229,831.5902487708121
230230,283.9425663448937
